当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,下半场75前进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20200131.htm	,http://live.win007.com/detail/1839238cn.htm	,2020.02.01	,女奥北美	,美国女足	,巴拿马女足	,四球/四球半	,六球半	,0.70/0.90	,5	,7	,0.69/0.91	,8.5/9	,0.91/0.89	,4	,8	,2	,2	,1	
http://bf.win007.com/football/Over_20200131.htm	,http://live.win007.com/detail/1838919cn.htm	,2020.02.01	,巴马甲	,FC旧金山	,阿马多尔广场	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,9	,1	,3	,2	
http://bf.win007.com/football/Over_20200130.htm	,http://live.win007.com/detail/1838225cn.htm	,2020.01.30	,欧室锦标	,瑞典室内足球队	,波兰室内足球队	,受让两球半	,受让两球半	,0.85/0.95	,6.5	,6.5	,1.03/0.73	,没有中场或45或46	,没有中场或45或46	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200130.htm	,http://live.win007.com/detail/1838227cn.htm	,2020.01.31	,欧室锦标	,立陶宛室内足球队	,北爱尔兰室内足球队	,四球半	,四球半	,0.68/1.13	,8	,8	,0.70/1.06	,没有中场或45或46	,没有中场或45或46	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200130.htm	,http://live.win007.com/detail/1838313cn.htm	,2020.01.31	,球会友谊	,SFL不莱梅港	,SV布劳魏斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200129.htm	,http://live.win007.com/detail/1836637cn.htm	,2020.01.30	,球会友谊	,阿莎芬堡	,艾泽奴	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200129.htm	,http://live.win007.com/detail/1837489cn.htm	,2020.01.30	,球会友谊	,FC吉森	,维贝尔	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,8	,2	,2	,1	
http://bf.win007.com/football/Over_20200129.htm	,http://live.win007.com/detail/1833203cn.htm	,2020.01.30	,冰岛季前杯	,山姆贺捷	,科玛库尔	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200129.htm	,http://live.win007.com/detail/1834455cn.htm	,2020.01.30	,巴高联	,圣路易斯RS	,巴西国际	,受让球半	,受让一球/球半	,0.68/1.08	,2.5/3	,2.5	,0.96/0.80	,没有中场或45或46	,没有中场或45或46	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200129.htm	,http://live.win007.com/detail/1831653cn.htm	,2020.01.30	,哥伦甲	,拉伊奎达德	,国民竞技	,受让平手/半球	,受让平手/半球	,1.12/0.75	,2	,2	,0.93/0.91	,6.5	,0.93/0.91	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20200128.htm	,http://live.win007.com/detail/1837084cn.htm	,2020.01.28	,球会友谊	,阿华加德	,明斯克迪纳摩	,受让半球	,受让平手/半球	,0.87/0.95	,2.5/3	,2.5/3	,0.95/0.85	,7	,0.92/0.88	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200128.htm	,http://live.win007.com/detail/1837086cn.htm	,2020.01.28	,以丙	,伊罗尼库西夫	,夏普尔伊罗	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,8	,3	,2	,1	
http://bf.win007.com/football/Over_20200128.htm	,http://live.win007.com/detail/1837102cn.htm	,2020.01.28	,苏后杯	,圣美伦U20	,咸美顿后备队	,受让球半	,受让一球/球半	,0.72/0.98	,4	,4	,0.82/0.88	,4	,0.87/0.89	,2	,8	,4	,2	,0	
http://bf.win007.com/football/Over_20200128.htm	,http://live.win007.com/detail/1837110cn.htm	,2020.01.29	,球会友谊	,格拉科恩	,特罗法伊亚赫	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,7	,4	,1	,0	
http://bf.win007.com/football/Over_20200128.htm	,http://live.win007.com/detail/1837408cn.htm	,2020.01.29	,球会友谊	,莫尔	,埃布雷斯多夫	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200128.htm	,http://live.win007.com/detail/1837409cn.htm	,2020.01.29	,球会友谊	,杜伊斯堡1900	,雅加达通尼斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,8	,3	,2	,2	
http://bf.win007.com/football/Over_20200128.htm	,http://live.win007.com/detail/1837468cn.htm	,2020.01.29	,冰青杯	,费基亚伊利迪U19	,贝雷达比历克U19	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200128.htm	,http://live.win007.com/detail/1837014cn.htm	,2020.01.29	,女奥北美	,哥斯达黎加女足	,巴拿马女足	,两球/两球半	,两球/两球半	,1.06/0.70	,3/3.5	,3/3.5	,0.85/0.91	,5	,0.73/1.07	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200128.htm	,http://live.win007.com/detail/1833132cn.htm	,2020.01.29	,奥南美预	,巴西U23	,玻利维亚U23	,两球	,两球/两球半	,0.94/0.88	,3/3.5	,3.5	,0.81/0.99	,6	,0.97/0.89	,4	,8	,2	,2	,1	
http://bf.win007.com/football/Over_20200127.htm	,http://live.win007.com/detail/1837039cn.htm	,2020.01.27	,缅甸U19	,仰光联U19	,克钦邦联U19	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20200127.htm	,http://live.win007.com/detail/1835038cn.htm	,2020.01.27	,球会友谊	,霍布罗	,霍森斯	,平手	,受让平手/半球	,0.78/1.04	,2.5	,2.5	,0.92/0.88	,2.5	,1.06/0.80	,1	,6	,5	,0	,0	
http://bf.win007.com/football/Over_20200127.htm	,http://live.win007.com/detail/1836752cn.htm	,2020.01.27	,苏后杯	,登地联后备队	,喜百年U20	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200127.htm	,http://live.win007.com/detail/1836753cn.htm	,2020.01.27	,苏后杯	,基马诺克后备队	,阿伯丁U20	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200127.htm	,http://live.win007.com/detail/1837054cn.htm	,2020.01.27	,科威特U19	,苏拉比卡青年队	,阿尔纳萨尔青年队	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,8	,3	,2	,2	
http://bf.win007.com/football/Over_20200127.htm	,http://live.win007.com/detail/1836764cn.htm	,2020.01.28	,荷后备	,芬洛后备队	,瓦尔韦克后备队	,平手/半球	,平手	,1.06/0.70	,4/4.5	,4	,1.01/0.75	,5.5	,1.00/0.80	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200127.htm	,http://live.win007.com/detail/1836909cn.htm	,2020.01.28	,巴地区	,森柏欧MA	,索琼斯MA	,两球	,两球半	,0.95/0.75	,3	,3	,0.88/0.82	,4.5/5	,1.00/0.80	,3	,8	,3	,2	,2	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1784043cn.htm	,2020.01.26	,澳洲甲	,西部联	,阿德莱德联	,平手/半球	,受让平手/半球	,0.92/0.97	,3	,2.5/3	,0.87/1.01	,6.5/7	,0.90/0.97	,5	,7	,1	,1	,0	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1836091cn.htm	,2020.01.26	,西青U19	,塞尔塔U19	,桑坦德竞技U19	,一球/球半	,一球	,1.13/0.70	,3.5	,3.5	,0.84/0.96	,6.5/7	,0.84/0.96	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1836090cn.htm	,2020.01.26	,南非后备	,山丹斯后备队	,卡萨酋长后备队	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1836587cn.htm	,2020.01.26	,球会友谊	,沃尔夫斯堡	,奥布兰德	,两球半/三球	,三球	,0.40/1.42	,4	,4/4.5	,0.40/1.42	,3.5	,1.01/0.79	,1	,8	,5	,2	,1	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1787580cn.htm	,2020.01.26	,土丙	,高卡尔利	,兹瑞斯堡	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,8	,1	,2	,2	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1836110cn.htm	,2020.01.26	,西丁	,瓦瑞	,科米利亚斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,8	,1	,2	,1	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1835668cn.htm	,2020.01.26	,英女足总	,利物浦女足	,布莱克本流浪者女足	,两球半/三球	,两球半/三球	,0.84/0.98	,3.5	,3.5	,0.97/0.83	,8	,0.98/0.82	,5	,9	,1	,3	,3	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1773699cn.htm	,2020.01.26	,法U19	,ASPTT迪安U19	,索绍U19	,受让半球/一球	,受让一球/球半	,1.01/0.81	,3	,2.5/3	,0.81/0.99	,4.5	,1.00/0.80	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1836326cn.htm	,2020.01.26	,意丁	,卡萨拉诺	,安德里亚	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1776884cn.htm	,2020.01.26	,英女北	,拉夫堡狐狸女足	,西布朗维奇女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1835747cn.htm	,2020.01.26	,英足总杯	,特兰米尔	,曼彻斯特联	,受让球半	,受让球半/两球	,1.13/0.78	,3	,3	,0.98/0.89	,6.5/7	,0.93/0.93	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1836717cn.htm	,2020.01.27	,球会友谊	,哈梅尔	,耶戈哈塞尔	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,9	,3	,3	,2	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1827674cn.htm	,2020.01.27	,爱沙冬锦	,耶尔韦	,科罗拉二队	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,8	,3	,2	,2	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1836372cn.htm	,2020.01.27	,巴格甲	,杜姆波斯克MT	,锡诺普	,受让平手/半球	,受让平手/半球	,0.79/0.97	,2/2.5	,2/2.5	,0.93/0.83	,4/4.5	,1.02/0.78	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200126.htm	,http://live.win007.com/detail/1836723cn.htm	,2020.01.27	,安巴超	,格林贝料斗FC	,李贝尔塔	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1835895cn.htm	,2020.01.25	,球会友谊	,阳光海岸流浪者	,布里斯班前锋	,受让球半	,受让球半	,0.80/1.02	,4	,4	,0.84/0.96	,5/5.5	,0.85/0.95	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1836224cn.htm	,2020.01.25	,球会友谊	,坎特贝利班克斯敦	,哈柯亚东悉尼市	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1835885cn.htm	,2020.01.25	,球会友谊	,维特科维斯	,弗里德克	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,8	,3	,2	,1	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1833982cn.htm	,2020.01.25	,球会友谊	,云达不莱梅业余队	,TB盛森	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1833993cn.htm	,2020.01.25	,球会友谊	,汉诺威业余队	,希尔德斯海姆	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1835822cn.htm	,2020.01.25	,以丙	,特泽尔卡法肯纳	,美治德克联合会	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1834009cn.htm	,2020.01.25	,球会友谊	,克里斯提斯塔女足	,洛森格德女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1834021cn.htm	,2020.01.25	,球会友谊	,兹瓦尼斯	,维拉斯姆	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1794848cn.htm	,2020.01.25	,意青联	,帕尔马青年队	,布雷西亚青年队	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1834035cn.htm	,2020.01.25	,球会友谊	,萨尔茨堡	,圣彼得堡泽尼特	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,9	,3	,3	,1	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1834038cn.htm	,2020.01.25	,球会友谊	,斯基夫	,林克宾	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1835997cn.htm	,2020.01.25	,球会友谊	,SFL不莱梅港	,卡沙文	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,9	,3	,3	,3	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1834027cn.htm	,2020.01.25	,荷丙	,里积斯堡男孩	,马特路易斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,7	,4	,1	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1825316cn.htm	,2020.01.25	,威杯	,康纳斯码头	,亚分利多	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,8	,3	,2	,1	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1835945cn.htm	,2020.01.25	,球会友谊	,奥地利克拉根福	,阿斯科格蒙德	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,9	,3	,3	,2	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1731081cn.htm	,2020.01.25	,苏超	,哈密尔顿	,利云斯顿	,受让半球	,受让半球	,0.97/0.92	,2/2.5	,2/2.5	,0.96/0.90	,4/4.5	,1.01/0.85	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1739741cn.htm	,2020.01.25	,英议南	,石威德	,巴斯	,平手/半球	,平手	,0.78/1.06	,2.5/3	,2.5	,0.86/0.96	,没有中场或45或46	,没有中场或45或46	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1751269cn.htm	,2020.01.25	,西丙	,塞尔塔B队	,拉斯洛查斯	,平手/半球	,半球	,0.84/0.98	,2.5	,2/2.5	,0.82/0.98	,没有中场或45或46	,没有中场或45或46	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1769563cn.htm	,2020.01.25	,葡青A1	,艾华卡U19	,沙查维尼斯U19	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1730523cn.htm	,2020.01.25	,苏甲	,拉茨流浪者	,蒙特罗斯	,半球	,半球	,0.92/0.78	,2.5/3	,2.5/3	,0.81/0.89	,没有中场或45或46	,没有中场或45或46	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1835953cn.htm	,2020.01.25	,球会友谊	,阿勒黑里根	,洛特曼	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,7	,4	,1	,1	
http://bf.win007.com/football/Over_20200125.htm	,http://live.win007.com/detail/1835956cn.htm	,2020.01.25	,芬K杯	,维京吉特	,洪卡学院	,受让半球/一球	,受让一球	,0.97/0.85	,4	,4	,0.87/0.93	,4/4.5	,0.84/0.96	,2	,10	,4	,4	,2	
http://bf.win007.com/football/Over_20200124.htm	,http://live.win007.com/detail/1835685cn.htm	,2020.01.24	,球会友谊	,地铁之星	,西阿德莱德SC	,一球	,一球	,0.85/0.97	,3.5	,3.5	,0.73/1.07	,6/6.5	,1.01/0.79	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200124.htm	,http://live.win007.com/detail/1835903cn.htm	,2020.01.24	,球会友谊	,阿华加德	,乌兰巴托FC	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,0	
http://bf.win007.com/football/Over_20200124.htm	,http://live.win007.com/detail/1835332cn.htm	,2020.01.24	,球会友谊	,斯达	,索尔兰德斯拉特	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20200124.htm	,http://live.win007.com/detail/1835760cn.htm	,2020.01.24	,马里甲	,黑星	,奥林匹克日	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200124.htm	,http://live.win007.com/detail/1835763cn.htm	,2020.01.25	,球会友谊	,格拉茨青年队	,SV威尔登	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200124.htm	,http://live.win007.com/detail/1835727cn.htm	,2020.01.25	,格林锦标	,汉维特(GRD)	,萨布斯巴达	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20200123.htm	,http://live.win007.com/detail/1835393cn.htm	,2020.01.24	,球会友谊	,斯特克莱德	,克洛斯特哈特	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,8	,3	,2	,1	
http://bf.win007.com/football/Over_20200123.htm	,http://live.win007.com/detail/1835301cn.htm	,2020.01.24	,爱尔高联	,圣弗朗西斯	,萨顿	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200122.htm	,http://live.win007.com/detail/1825338cn.htm	,2020.01.22	,TIP杯	,杜库拉	,普日布拉姆	,平手	,平手/半球	,0.88/0.94	,3.5/4	,3.5/4	,0.91/0.89	,6	,0.90/0.90	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200122.htm	,http://live.win007.com/detail/1834872cn.htm	,2020.01.22	,球会友谊	,利贝雷茨	,治鲁迪	,球半	,球半/两球	,0.85/0.97	,3.5/4	,3.5/4	,0.70/1.11	,5.5	,0.98/0.82	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200122.htm	,http://live.win007.com/detail/1824868cn.htm	,2020.01.22	,亚协杯	,英迪拉FC	,仰光联	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200122.htm	,http://live.win007.com/detail/1834113cn.htm	,2020.01.22	,球会友谊	,奥地利维也纳	,阿特梅迪亚	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200122.htm	,http://live.win007.com/detail/1834723cn.htm	,2020.01.22	,赞比亚超	,萨纳科	,纳卡巴拉	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200122.htm	,http://live.win007.com/detail/1824857cn.htm	,2020.01.22	,亚协杯	,捍卫者SC	,帕罗FC	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200122.htm	,http://live.win007.com/detail/1834100cn.htm	,2020.01.22	,球会友谊	,里杰卡	,拖里格拉瓦	,一球	,球半	,0.68/1.02	,3/3.5	,3/3.5	,0.94/0.76	,5.5/6	,0.82/0.98	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200122.htm	,http://live.win007.com/detail/1834116cn.htm	,2020.01.23	,球会友谊	,杜塞尔多夫业余队	,TSV施泰因巴赫	,受让半球/一球	,受让半球	,0.84/0.98	,3	,3/3.5	,0.85/0.95	,4.5	,0.79/1.01	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200122.htm	,http://live.win007.com/detail/1834739cn.htm	,2020.01.23	,球会友谊	,FAC维也纳	,维也纳利尼恩	,一球	,一球	,0.94/0.88	,3.5/4	,3.5/4	,0.80/1.00	,7/7.5	,1.01/0.85	,5	,6	,1	,0	,0	
