当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,Crown初盘让球,Crown初盘让球主赔,Crown初盘让球客赔,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队
http://bf.win007.com/football/Over_20190217.htm	,http://op1.win007.com/oddslist/1583422.htm	,2019.02.18	,西甲	,比利亚雷亚尔	,塞维利亚	,2.20	,3.20	,2.55	,2.43	,3.20	,2.30	,受让平手/半球	,0.80	,1.08	,平手/半球	,1.11	,0.81	,3	,3	
http://bf.win007.com/football/Over_20190217.htm	,http://op1.win007.com/oddslist/1576278.htm	,2019.02.18	,葡超	,里斯本竞技	,布拉加	,1.99	,3.15	,2.95	,2.36	,3.10	,2.42	,半球	,1.02	,0.86	,平手/半球	,1.06	,0.84	,3	,3	
http://bf.win007.com/football/Over_20190216.htm	,http://op1.win007.com/oddslist/1557802.htm	,2019.02.16	,英冠	,阿斯顿维拉	,西布罗姆维奇	,2.21	,3.30	,2.48	,2.36	,3.20	,2.37	,平手	,0.83	,1.05	,平手	,0.90	,1.00	,0	,0	
http://bf.win007.com/football/Over_20190216.htm	,http://op1.win007.com/oddslist/1561114.htm	,2019.02.17	,德甲	,柏林赫塔	,云达不莱梅	,2.20	,3.30	,2.49	,2.36	,3.05	,2.45	,平手/半球	,1.06	,0.82	,平手	,0.89	,1.02	,1	,3	
http://bf.win007.com/football/Over_20190215.htm	,http://op1.win007.com/oddslist/1554050.htm	,2019.02.16	,法乙	,尼奥特	,特鲁瓦	,2.39	,2.74	,2.66	,2.44	,2.74	,2.60	,平手/半球	,1.08	,0.80	,平手	,1.00	,0.88	,1	,3	
http://bf.win007.com/football/Over_20190215.htm	,http://op1.win007.com/oddslist/1552036.htm	,2019.02.16	,荷甲	,海牙	,泽沃勒	,2.20	,3.35	,2.47	,2.36	,3.21	,2.36	,半球	,1.03	,0.85	,平手	,0.86	,1.04	,3	,3	
http://bf.win007.com/football/Over_20190215.htm	,http://op1.win007.com/oddslist/1553506.htm	,2019.02.16	,荷乙	,罗达JC	,坎布尔	,2.19	,3.45	,2.42	,2.55	,3.45	,2.10	,平手/半球	,1.03	,0.85	,平手	,1.11	,0.78	,3	,3	
http://bf.win007.com/football/Over_20190214.htm	,http://op1.win007.com/oddslist/1649268.htm	,2019.02.15	,欧罗巴杯	,皮尔森	,萨格勒布迪纳摩	,2.35	,3.00	,2.50	,2.55	,2.90	,2.37	,平手/半球	,0.91	,0.91	,平手	,1.07	,0.83	,3	,0	
http://bf.win007.com/football/Over_20190213.htm	,http://op1.win007.com/oddslist/1557793.htm	,2019.02.14	,英冠	,普雷斯顿	,诺维奇	,2.28	,3.23	,2.43	,2.53	,3.23	,2.20	,受让平手/半球	,0.85	,1.03	,平手	,0.94	,0.96	,3	,3	
http://bf.win007.com/football/Over_20190213.htm	,http://op1.win007.com/oddslist/1557801.htm	,2019.02.14	,英冠	,雷丁	,布莱克本	,2.33	,3.10	,2.45	,2.36	,3.10	,2.42	,平手	,0.82	,1.06	,平手/半球	,1.04	,0.86	,3	,3	
http://bf.win007.com/football/Over_20190203.htm	,http://op1.win007.com/oddslist/1651382.htm	,2019.02.03	,墨西联	,提华纳	,托卢卡	,2.30	,3.00	,2.77	,2.45	,3.00	,2.58	,平手	,0.90	,0.98	,平手	,0.86	,1.04	,3	,3	
http://bf.win007.com/football/Over_20190202.htm	,http://op1.win007.com/oddslist/1651378.htm	,2019.02.02	,墨西联	,普埃布拉	,拿加沙	,2.38	,2.95	,2.70	,2.49	,2.95	,2.57	,平手	,0.85	,1.03	,平手	,0.90	,1.00	,0	,3	
http://bf.win007.com/football/Over_20190202.htm	,http://op1.win007.com/oddslist/1552388.htm	,2019.02.02	,英超	,埃弗顿	,狼队	,2.15	,3.15	,2.90	,2.42	,3.10	,2.54	,半球	,1.11	,0.78	,平手	,0.90	,1.01	,0	,0	
http://bf.win007.com/football/Over_20190202.htm	,http://op1.win007.com/oddslist/1557769.htm	,2019.02.02	,英冠	,赫尔城	,斯托克城	,2.40	,3.15	,2.53	,2.47	,3.15	,2.47	,平手/半球	,1.06	,0.82	,平手	,1.02	,0.88	,3	,3	
http://bf.win007.com/football/Over_20190201.htm	,http://op1.win007.com/oddslist/1562254.htm	,2019.02.02	,德乙	,杜伊斯堡	,达姆斯塔特	,2.25	,3.15	,2.72	,2.42	,3.10	,2.55	,平手/半球	,0.90	,0.98	,平手	,0.88	,1.02	,3	,3	
http://bf.win007.com/football/Over_20190201.htm	,http://op1.win007.com/oddslist/1554034.htm	,2019.02.02	,法乙	,勒阿弗尔	,布雷斯特	,2.34	,3.00	,2.72	,2.58	,2.95	,2.48	,平手	,0.83	,1.05	,平手	,1.00	,0.88	,1	,3	
http://bf.win007.com/football/Over_20190201.htm	,http://op1.win007.com/oddslist/1554038.htm	,2019.02.02	,法乙	,沙托鲁	,格勒诺布尔	,2.52	,2.82	,2.65	,2.58	,2.82	,2.58	,平手	,1.00	,0.88	,平手	,0.92	,0.96	,1	,3	
